physical_time,tau_from_H0,k,rms,series
0.001,0.0,5.529203070318036,0.5333270812779102,L10_continuous_numeric
0.001,0.0,5.592034923389832,0.5315278362856509,L10_continuous_numeric
0.001,0.0,5.654866776461628,0.5352192068533763,L10_continuous_numeric
0.001,0.0,5.717698629533423,0.5259144437102966,L10_continuous_numeric
0.001,0.0,5.780530482605219,0.5273376879169422,L10_continuous_numeric
0.001,0.0,5.843362335677015,0.5258761148546668,L10_continuous_numeric
0.001,0.0,5.906194188748811,0.5204550227867006,L10_continuous_numeric
0.001,0.0,5.969026041820607,0.5210306905196387,L10_continuous_numeric
0.001,0.0,6.031857894892402,0.5216702609732267,L10_continuous_numeric
0.001,0.0,6.094689747964199,0.5192159682051666,L10_continuous_numeric
0.001,0.0,6.157521601035994,0.5074539195990394,L10_continuous_numeric
0.001,0.0,6.220353454107791,0.5129406946828396,L10_continuous_numeric
0.001,0.0,6.283185307179586,0.5142685272124193,L10_continuous_numeric
0.001,0.0,6.346017160251382,0.5127838372119315,L10_continuous_numeric
0.001,0.0,6.408849013323178,0.5002481436895382,L10_continuous_numeric
0.001,0.0,6.471680866394974,0.49747531495837827,L10_continuous_numeric
0.001,0.0,6.53451271946677,0.4948490242438647,L10_continuous_numeric
0.001,0.0,6.5973445725385655,0.4985485973853934,L10_continuous_numeric
0.001,0.0,6.660176425610362,0.4905415278937568,L10_continuous_numeric
0.001,0.0,6.7230082786821574,0.4849202209939967,L10_continuous_numeric
0.001,0.0,6.785840131753953,0.48036032028599895,L10_continuous_numeric
0.001,0.0,6.8486719848257485,0.48167053592883813,L10_continuous_numeric
0.001,0.0,6.911503837897545,0.4846357266780985,L10_continuous_numeric
0.001,0.0,6.974335690969341,0.4761547003988374,L10_continuous_numeric
0.001,0.0,7.037167544041137,0.4682531927429988,L10_continuous_numeric
0.001,0.0,7.099999397112932,0.4721068356879891,L10_continuous_numeric
0.001,0.0,7.162831250184728,0.4669388329410024,L10_continuous_numeric
0.001,0.0,7.225663103256525,0.4659388601676144,L10_continuous_numeric
0.001,0.0,7.288494956328321,0.45753908630474055,L10_continuous_numeric
0.001,0.0,7.351326809400116,0.44940588191402675,L10_continuous_numeric
0.001,0.0,7.414158662471912,0.4577495522243095,L10_continuous_numeric
0.001,0.0,7.476990515543707,0.44400632641712645,L10_continuous_numeric
0.001,0.0,7.539822368615503,0.44773727691983267,L10_continuous_numeric
0.001,0.0,7.6026542216873,0.4342567955168095,L10_continuous_numeric
0.001,0.0,7.665486074759095,0.4464491736066702,L10_continuous_numeric
0.001,0.0,7.728317927830891,0.4353481198731293,L10_continuous_numeric
0.001,0.0,7.791149780902686,0.4342709413745849,L10_continuous_numeric
0.001,0.0,7.853981633974482,0.4305559191390659,L10_continuous_numeric
0.001,0.0,7.916813487046279,0.42990467819458045,L10_continuous_numeric
0.001,0.0,7.979645340118075,0.43143112615461393,L10_continuous_numeric
0.001,0.0,8.042477193189871,0.42879586338122716,L10_continuous_numeric
0.001,0.0,8.105309046261667,0.4203260803018872,L10_continuous_numeric
0.001,0.0,8.168140899333462,0.4228982009081318,L10_continuous_numeric
0.001,0.0,8.230972752405258,0.414772345240277,L10_continuous_numeric
0.001,0.0,8.293804605477055,0.413003194227587,L10_continuous_numeric
0.001,0.0,8.35663645854885,0.41130648901110267,L10_continuous_numeric
0.001,0.0,8.419468311620646,0.4144319936522842,L10_continuous_numeric
0.001,0.0,8.482300164692441,0.40675884329889134,L10_continuous_numeric
0.001,0.0,8.545132017764239,0.4131624900613708,L10_continuous_numeric
0.001,0.0,8.607963870836034,0.40204759523993244,L10_continuous_numeric
0.001,0.0,8.67079572390783,0.40249809309699547,L10_continuous_numeric
0.001,0.0,8.733627576979625,0.3972490916387602,L10_continuous_numeric
0.001,0.0,8.79645943005142,0.3989595261349319,L10_continuous_numeric
0.001,0.0,8.859291283123216,0.39618067578308125,L10_continuous_numeric
0.001,0.0,8.922123136195014,0.38640658118638077,L10_continuous_numeric
0.001,0.0,8.984954989266809,0.391200767016174,L10_continuous_numeric
0.001,0.0,9.047786842338605,0.39102189341880605,L10_continuous_numeric
0.001,0.0,9.1106186954104,0.3915753610934579,L10_continuous_numeric
0.001,0.0,9.173450548482196,0.3878439383426706,L10_continuous_numeric
0.001,0.0,9.236282401553993,0.384136851606435,L10_continuous_numeric
0.001,0.0,9.299114254625788,0.3843381598300731,L10_continuous_numeric
0.001,0.0,9.361946107697584,0.3838981580622508,L10_continuous_numeric
0.001,0.0,9.42477796076938,0.3819301071995731,L10_continuous_numeric
0.001,0.0,9.487609813841175,0.38047703593950843,L10_continuous_numeric
0.001,0.0,9.55044166691297,0.3736188076817583,L10_continuous_numeric
0.001,0.0,9.613273519984768,0.37924792902862803,L10_continuous_numeric
0.001,0.0,9.676105373056563,0.3729057531537948,L10_continuous_numeric
0.001,0.0,9.738937226128359,0.3740276338357783,L10_continuous_numeric
0.001,0.0,9.801769079200154,0.3759751949176468,L10_continuous_numeric
0.001,0.0,9.86460093227195,0.3655908835015127,L10_continuous_numeric
0.001,0.0,9.927432785343747,0.36722743764915117,L10_continuous_numeric
0.001,0.0,9.990264638415542,0.3752545695230806,L10_continuous_numeric
0.001,0.0,10.053096491487338,0.3681663339362733,L10_continuous_numeric
0.001,0.0,10.115928344559133,0.3662903989743749,L10_continuous_numeric
0.001,0.0,10.178760197630929,0.3671014127915481,L10_continuous_numeric
0.001,0.0,10.241592050702724,0.3648868486340439,L10_continuous_numeric
0.001,0.0,10.30442390377452,0.3683309799724669,L10_continuous_numeric
0.001,0.0,10.367255756846316,0.3635482081638173,L10_continuous_numeric
0.001,0.0,10.430087609918115,0.3618318605951044,L10_continuous_numeric
0.001,0.0,10.49291946298991,0.35843955842527025,L10_continuous_numeric
0.001,0.0,10.555751316061706,0.35756336839740105,L10_continuous_numeric
0.001,0.0,10.618583169133501,0.3567141527691964,L10_continuous_numeric
0.001,0.0,10.681415022205297,0.360422529909712,L10_continuous_numeric
0.001,0.0,10.744246875277092,0.35543845224795834,L10_continuous_numeric
0.001,0.0,10.807078728348888,0.3589070969069821,L10_continuous_numeric
0.001,0.0,10.869910581420683,0.35641395357207506,L10_continuous_numeric
0.001,0.0,10.932742434492479,0.3512679240651551,L10_continuous_numeric
0.001,0.0,10.995574287564274,0.35366039196769494,L10_continuous_numeric
0.001,0.0,11.058406140636071,0.35002806442862167,L10_continuous_numeric
0.001,0.0,11.121237993707869,0.35321243985119755,L10_continuous_numeric
0.001,0.0,11.184069846779664,0.3493377703081562,L10_continuous_numeric
0.001,0.0,11.24690169985146,0.3528719319162622,L10_continuous_numeric
0.001,0.0,11.309733552923255,0.3499069575892245,L10_continuous_numeric
0.001,0.0,11.37256540599505,0.3511441963100301,L10_continuous_numeric
0.001,0.0,11.435397259066846,0.3459739801256233,L10_continuous_numeric
0.001,0.0,11.498229112138642,0.34600005777633497,L10_continuous_numeric
0.001,0.0,11.561060965210437,0.3474616121613887,L10_continuous_numeric
0.001,0.0,11.623892818282235,0.34781902591718455,L10_continuous_numeric
0.001,0.0,11.68672467135403,0.34574736995591493,L10_continuous_numeric
0.001,0.0,11.749556524425827,0.3456061877819217,L10_continuous_numeric
0.001,0.0,11.812388377497623,0.34686412373728687,L10_continuous_numeric
0.001,0.0,11.875220230569418,0.34440204254889256,L10_continuous_numeric
0.001,0.0,11.938052083641214,0.34562110488323894,L10_continuous_numeric
0.001,0.0,12.00088393671301,0.3434602297765531,L10_continuous_numeric
0.001,0.0,12.063715789784805,0.3444840156976633,L10_continuous_numeric
0.001,0.0,12.1265476428566,0.341456612906197,L10_continuous_numeric
0.001,0.0,12.189379495928398,0.342947454604222,L10_continuous_numeric
0.001,0.0,12.252211349000193,0.3421206584090969,L10_continuous_numeric
0.001,0.0,12.315043202071989,0.34468761292684136,L10_continuous_numeric
0.001,0.0,12.377875055143784,0.3430134005475071,L10_continuous_numeric
0.001,0.0,12.440706908215581,0.3415294583411111,L10_continuous_numeric
0.001,0.0,12.503538761287377,0.33905268622141727,L10_continuous_numeric
0.001,0.0,12.566370614359172,0.33888330322311105,L10_continuous_numeric
0.001,0.0,12.629202467430968,0.3391145903297606,L10_continuous_numeric
0.001,0.0,12.692034320502763,0.33930117344936356,L10_continuous_numeric
0.001,0.0,12.75486617357456,0.33932296890349184,L10_continuous_numeric
0.001,0.0,12.817698026646356,0.33516950997236844,L10_continuous_numeric
0.001,0.0,12.880529879718152,0.3387046083794649,L10_continuous_numeric
0.001,0.0,12.943361732789947,0.34338513191593745,L10_continuous_numeric
0.001,0.0,13.006193585861743,0.3390325394979096,L10_continuous_numeric
0.001,0.0,13.06902543893354,0.34308690238547285,L10_continuous_numeric
0.001,0.0,13.131857292005336,0.3347710092546418,L10_continuous_numeric
0.001,0.0,13.194689145077131,0.34136959344351353,L10_continuous_numeric
0.001,0.0,13.257520998148927,0.33737748229779,L10_continuous_numeric
0.001,0.0,13.320352851220724,0.33660190007629387,L10_continuous_numeric
0.001,0.0,13.38318470429252,0.3384514439735971,L10_continuous_numeric
0.001,0.0,13.446016557364315,0.343220826294301,L10_continuous_numeric
0.001,0.0,13.50884841043611,0.3331664592391104,L10_continuous_numeric
0.001,0.0,13.571680263507906,0.3366265317663362,L10_continuous_numeric
0.001,0.0,13.634512116579701,0.3377880802014735,L10_continuous_numeric
0.001,0.0,13.697343969651497,0.3390507367248846,L10_continuous_numeric
0.001,0.0,13.760175822723294,0.3386171250535839,L10_continuous_numeric
0.001,0.0,13.82300767579509,0.33481100362280447,L10_continuous_numeric
0.001,0.0,13.885839528866887,0.3353350577191619,L10_continuous_numeric
0.001,0.0,13.948671381938683,0.3344546136660213,L10_continuous_numeric
0.001,0.0,14.011503235010478,0.339520733658898,L10_continuous_numeric
0.001,0.0,14.074335088082274,0.3387128366701073,L10_continuous_numeric
0.001,0.0,14.137166941154069,0.33630171783630297,L10_continuous_numeric
0.001,0.0,14.199998794225865,0.3348790567466261,L10_continuous_numeric
0.001,0.0,14.26283064729766,0.33629538787467933,L10_continuous_numeric
0.001,0.0,14.325662500369456,0.33706308871890156,L10_continuous_numeric
0.001,0.0,14.388494353441251,0.3383388083055182,L10_continuous_numeric
0.001,0.0,14.45132620651305,0.33504239906759575,L10_continuous_numeric
0.001,0.0,14.514158059584846,0.334515251207949,L10_continuous_numeric
0.001,0.0,14.576989912656641,0.33983530617152324,L10_continuous_numeric
0.001,0.0,14.639821765728437,0.33979993555308513,L10_continuous_numeric
0.001,0.0,14.702653618800232,0.3414044786633479,L10_continuous_numeric
0.001,0.0,14.765485471872028,0.3388539856885934,L10_continuous_numeric
0.001,0.0,14.828317324943823,0.34017876028234656,L10_continuous_numeric
0.001,0.0,14.891149178015619,0.3389004531638614,L10_continuous_numeric
0.001,0.0,14.953981031087414,0.338531833986912,L10_continuous_numeric
0.001,0.0,15.01681288415921,0.33878826531307726,L10_continuous_numeric
0.001,0.0,15.079644737231005,0.3427238111791738,L10_continuous_numeric
0.001,0.0,15.142476590302804,0.3403620771673161,L10_continuous_numeric
0.001,0.0,15.2053084433746,0.3373226666141493,L10_continuous_numeric
0.001,0.0,15.268140296446395,0.3393681529326732,L10_continuous_numeric
0.001,0.0,15.33097214951819,0.3422085145583613,L10_continuous_numeric
0.001,0.0,15.393804002589986,0.34313792271458365,L10_continuous_numeric
0.001,0.0,15.456635855661782,0.3416084834922296,L10_continuous_numeric
0.001,0.0,15.519467708733577,0.341777022162688,L10_continuous_numeric
0.001,0.0,15.582299561805373,0.3411160803941686,L10_continuous_numeric
0.001,0.0,15.645131414877168,0.3399420901607623,L10_continuous_numeric
0.001,0.0,15.707963267948964,0.34615392776562764,L10_continuous_numeric
0.001,0.0,15.770795121020763,0.3444215953086235,L10_continuous_numeric
0.001,0.0,15.833626974092558,0.34644209697456047,L10_continuous_numeric
0.001,0.0,15.896458827164354,0.34494816530865846,L10_continuous_numeric
0.001,0.0,15.95929068023615,0.3445385614690691,L10_continuous_numeric
0.001,0.0,16.022122533307947,0.3442117499656344,L10_continuous_numeric
0.001,0.0,16.084954386379742,0.3439278070489919,L10_continuous_numeric
0.001,0.0,16.147786239451538,0.3441315894384363,L10_continuous_numeric
0.001,0.0,16.210618092523333,0.347406253366751,L10_continuous_numeric
0.001,0.0,16.27344994559513,0.34421649941140864,L10_continuous_numeric
0.001,0.0,16.336281798666924,0.34800040817942174,L10_continuous_numeric
0.001,0.0,16.39911365173872,0.3468715762732449,L10_continuous_numeric
0.001,0.0,16.461945504810515,0.3463030006428407,L10_continuous_numeric
0.001,0.0,16.524777357882314,0.34989374291832764,L10_continuous_numeric
0.001,0.0,16.58760921095411,0.3524460527445609,L10_continuous_numeric
0.001,0.0,16.650441064025905,0.34736553206654724,L10_continuous_numeric
0.001,0.0,16.7132729170977,0.3459583271451526,L10_continuous_numeric
0.001,0.0,16.776104770169496,0.34950942232360566,L10_continuous_numeric
0.001,0.0,16.838936623241292,0.3500654298546675,L10_continuous_numeric
0.001,0.0,16.901768476313087,0.3535039879287863,L10_continuous_numeric
0.001,0.0,16.964600329384883,0.34843837349044154,L10_continuous_numeric
0.001,0.0,17.02743218245668,0.34937187466359415,L10_continuous_numeric
0.001,0.0,17.090264035528477,0.3524623184950608,L10_continuous_numeric
0.001,0.0,17.153095888600273,0.3530957865729596,L10_continuous_numeric
0.001,0.0,17.21592774167207,0.35400396808150836,L10_continuous_numeric
0.001,0.0,17.278759594743864,0.3506543786670613,L10_continuous_numeric
0.001,0.0,17.34159144781566,0.35516973869105856,L10_continuous_numeric
0.001,0.0,17.404423300887455,0.35436543133384785,L10_continuous_numeric
0.001,0.0,17.46725515395925,0.3540186193817886,L10_continuous_numeric
0.001,0.0,17.530087007031046,0.35300517354163474,L10_continuous_numeric
0.001,0.0,17.59291886010284,0.3561320547897057,L10_continuous_numeric
0.001,0.0,17.655750713174637,0.35731793141139967,L10_continuous_numeric
0.001,0.0,17.718582566246432,0.3576564171545015,L10_continuous_numeric
0.001,0.0,17.78141441931823,0.35587916017860677,L10_continuous_numeric
0.001,0.0,17.844246272390027,0.360055384413274,L10_continuous_numeric
0.001,0.0,17.907078125461823,0.36088455169794464,L10_continuous_numeric
0.001,0.0,17.969909978533618,0.3611087674393669,L10_continuous_numeric
0.001,0.0,18.032741831605414,0.3606700236740855,L10_continuous_numeric
0.001,0.0,18.09557368467721,0.36170614377007726,L10_continuous_numeric
0.001,0.0,18.158405537749005,0.3611797895842011,L10_continuous_numeric
0.001,0.0,18.2212373908208,0.3587327354336906,L10_continuous_numeric
0.001,0.0,18.284069243892596,0.36448301544565453,L10_continuous_numeric
0.001,0.0,18.34690109696439,0.36082332053496324,L10_continuous_numeric
0.001,0.0,18.409732950036187,0.36174902927721536,L10_continuous_numeric
0.001,0.0,18.472564803107986,0.3641332782314875,L10_continuous_numeric
0.001,0.0,18.53539665617978,0.36544703710732945,L10_continuous_numeric
0.001,0.0,18.598228509251577,0.36510990181046665,L10_continuous_numeric
0.001,0.0,18.661060362323372,0.3637417270759447,L10_continuous_numeric
0.001,0.0,18.723892215395168,0.3642289166143865,L10_continuous_numeric
0.001,0.0,18.786724068466963,0.36843997192293243,L10_continuous_numeric
0.001,0.0,18.84955592153876,0.36937313445670045,L10_continuous_numeric
0.001,0.0,18.912387774610554,0.3661253777250099,L10_continuous_numeric
0.001,0.0,18.97521962768235,0.3657272328600175,L10_continuous_numeric
0.001,0.0,19.038051480754145,0.368402052210799,L10_continuous_numeric
0.001,0.0,19.10088333382594,0.36749870538087887,L10_continuous_numeric
0.001,0.0,19.16371518689774,0.37135737226683097,L10_continuous_numeric
0.001,0.0,19.226547039969535,0.36783275705929286,L10_continuous_numeric
0.001,0.0,19.28937889304133,0.3692019154014508,L10_continuous_numeric
0.001,0.0,19.352210746113126,0.37215702861163186,L10_continuous_numeric
0.001,0.0,19.415042599184922,0.37118046047777187,L10_continuous_numeric
0.001,0.0,19.477874452256717,0.3718002821250947,L10_continuous_numeric
0.001,0.0,19.540706305328513,0.3692549436336254,L10_continuous_numeric
0.001,0.0,19.60353815840031,0.37257568744776204,L10_continuous_numeric
0.001,0.0,19.666370011472104,0.37071626030103116,L10_continuous_numeric
0.001,0.0,19.7292018645439,0.3749198473932132,L10_continuous_numeric
0.001,0.0,19.7920337176157,0.37507605533839694,L10_continuous_numeric
0.001,0.0,19.854865570687494,0.3771604485016371,L10_continuous_numeric
0.001,0.0,19.91769742375929,0.380689656321163,L10_continuous_numeric
0.001,0.0,19.980529276831085,0.3786405479001774,L10_continuous_numeric
0.001,0.0,20.04336112990288,0.3804716812641987,L10_continuous_numeric
0.001,0.0,20.106192982974676,0.37998961476032933,L10_continuous_numeric
0.001,0.0,20.16902483604647,0.3787715020351005,L10_continuous_numeric
0.001,0.0,20.231856689118267,0.3805371033903417,L10_continuous_numeric
0.001,0.0,20.294688542190062,0.38065251708502706,L10_continuous_numeric
0.001,0.0,20.357520395261858,0.37530667664619055,L10_continuous_numeric
0.001,0.0,20.420352248333653,0.38155845062002525,L10_continuous_numeric
0.001,0.0,20.48318410140545,0.3842380933672578,L10_continuous_numeric
0.001,0.0,20.546015954477248,0.3816796888862456,L10_continuous_numeric
0.001,0.0,20.60884780754904,0.38474206788441284,L10_continuous_numeric
0.001,0.0,20.67167966062084,0.384886138034541,L10_continuous_numeric
0.001,0.0,20.73451151369263,0.38495155513879814,L10_continuous_numeric
0.001,0.0,20.79734336676443,0.3810113115023261,L10_continuous_numeric
0.001,0.0,20.86017521983623,0.3853577589299168,L10_continuous_numeric
0.001,0.0,20.92300707290802,0.38282138823062223,L10_continuous_numeric
0.001,0.0,20.98583892597982,0.38895471926326314,L10_continuous_numeric
0.001,0.0,21.048670779051612,0.3874838347382179,L10_continuous_numeric
0.001,0.0,21.11150263212341,0.38983787199658226,L10_continuous_numeric
0.001,0.0,21.174334485195203,0.3911553123645503,L10_continuous_numeric
0.001,0.0,21.237166338267002,0.39200810968383926,L10_continuous_numeric
0.001,0.0,21.299998191338794,0.3922322298490765,L10_continuous_numeric
0.001,0.0,21.362830044410593,0.3905452852155936,L10_continuous_numeric
0.001,0.0,21.425661897482385,0.3923380668522077,L10_continuous_numeric
0.001,0.0,21.488493750554184,0.393011226459555,L10_continuous_numeric
0.001,0.0,21.551325603625983,0.3904616752096657,L10_continuous_numeric
0.001,0.0,21.614157456697775,0.39188069880429965,L10_continuous_numeric
0.001,0.0,21.676989309769574,0.39215502958014303,L10_continuous_numeric
0.001,0.0,21.739821162841366,0.3964062467286749,L10_continuous_numeric
0.001,0.0,21.802653015913165,0.39592344485784015,L10_continuous_numeric
0.001,0.0,21.865484868984957,0.3963920979137065,L10_continuous_numeric
0.001,0.0,21.928316722056756,0.39604998240199224,L10_continuous_numeric
0.001,0.0,21.99114857512855,0.3942643929951142,L10_continuous_numeric
0.001,0.0,22.053980428200347,0.3966751121796102,L10_continuous_numeric
0.001,0.0,22.116812281272143,0.39722056827317825,L10_continuous_numeric
0.001,0.0,22.17964413434394,0.397130591891898,L10_continuous_numeric
0.001,0.0,22.242475987415737,0.3993764301729453,L10_continuous_numeric
0.001,0.0,22.30530784048753,0.3998953064554203,L10_continuous_numeric
0.001,0.0,22.36813969355933,0.4007693089277506,L10_continuous_numeric
0.001,0.0,22.43097154663112,0.40303858550893185,L10_continuous_numeric
0.001,0.0,22.49380339970292,0.4008493953211872,L10_continuous_numeric
0.001,0.0,22.55663525277471,0.40466056388838073,L10_continuous_numeric
0.001,0.0,22.61946710584651,0.404229629589818,L10_continuous_numeric
0.001,0.0,22.682298958918306,0.40479103612300504,L10_continuous_numeric
0.001,0.0,22.7451308119901,0.401726414238362,L10_continuous_numeric
0.001,0.0,22.8079626650619,0.40418398130907945,L10_continuous_numeric
0.001,0.0,22.870794518133692,0.40660601494790244,L10_continuous_numeric
0.001,0.0,22.93362637120549,0.4059267663170409,L10_continuous_numeric
0.001,0.0,22.996458224277283,0.4085681948359614,L10_continuous_numeric
0.001,0.0,23.059290077349083,0.407988721250534,L10_continuous_numeric
0.001,0.0,23.122121930420874,0.4072158110474408,L10_continuous_numeric
0.001,0.0,23.184953783492674,0.40773229570197866,L10_continuous_numeric
0.001,0.0,23.24778563656447,0.40914261452634015,L10_continuous_numeric
0.001,0.0,23.310617489636265,0.41236609485802844,L10_continuous_numeric
0.001,0.0,23.37344934270806,0.4087489694128036,L10_continuous_numeric
0.001,0.0,23.436281195779856,0.40924592612682054,L10_continuous_numeric
0.001,0.0,23.499113048851655,0.40953323036396294,L10_continuous_numeric
0.001,0.0,23.561944901923447,0.4131997095804446,L10_continuous_numeric
0.001,0.0,23.624776754995246,0.41435818094508836,L10_continuous_numeric
0.001,0.0,23.687608608067038,0.409179434453371,L10_continuous_numeric
0.001,0.0,23.750440461138837,0.41170602281799795,L10_continuous_numeric
0.001,0.0,23.813272314210632,0.4105909449380638,L10_continuous_numeric
0.001,0.0,23.876104167282428,0.4143607395811995,L10_continuous_numeric
0.001,0.0,23.938936020354223,0.41115937640436195,L10_continuous_numeric
0.001,0.0,24.00176787342602,0.4149857676677835,L10_continuous_numeric
0.001,0.0,24.064599726497814,0.4182558660968782,L10_continuous_numeric
0.001,0.0,24.12743157956961,0.41658087767143837,L10_continuous_numeric
0.001,0.0,24.19026343264141,0.4191802723107145,L10_continuous_numeric
0.001,0.0,24.2530952857132,0.4166866036678816,L10_continuous_numeric
